TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Target
-0.9734551720331118,-0.7925257509912504,0.4814115420990167,1.1747555605439934,-1.217974069593319,1.418728756418753,-1.3298350244517922,-0.5453411695302809,-0.2032439162702308,0.0065381806855232755,-0.7338551208725999,1
0.2706661397688935,-0.10723122694215421,0.4814115420990167,-0.5169723393382889,-1.217974069593319,1.3067317708685782,-1.3298350244517922,0.3074794081366489,-0.2032439162702308,2.2235300632425634,0.10472037057651849,0
-0.5880060178589162,0.008360620487813906,0.4814115420990167,0.1274954320454375,1.1891286240904964,-1.4371943751107032,1.2731852714554635,-0.9006830768915017,-0.2032439162702308,-1.016451773000742,-1.3507382410190778,3
-0.38803279803289176,-0.6026248587848744,0.4814115420990167,0.9330801462750961,1.1891286240904964,-1.0452049256850917,1.2731852714554635,-1.3413070420194155,-0.2032439162702308,0.8928657263639095,-0.1748047932398543,3
-0.7052897444498879,-0.8544499549715906,0.4814115420990167,0.5302877891602671,-1.217974069593319,-1.4931928678857909,1.2731852714554635,0.748103373264563,-0.2032439162702308,-1.1037986943268787,-1.6206246060831617,3
-0.9975371557297349,-1.307184690738966,-1.8074213299631063,1.4164309748128907,-1.217974069593319,-0.4292215051591304,-1.3298350244517922,0.2790520555477514,-0.2032439162702308,2.1101511082115425,0.43243952815433484,0
-0.43296751226282476,-0.576479083770953,-1.8074213299631063,-0.43641386791532316,-0.01442272275141129,1.250733278093491,0.40551183948637826,2.4395308523039736,-0.2032439162702308,-0.5872706354230068,0.8661854720073272,0
-0.6569196545143026,-0.9617852418708467,-1.8074213299631063,-0.8392062250301522,-0.01442272275141129,0.35475739369209275,-0.462161592482707,-0.47427278805803685,-0.2032439162702308,1.0277513000018996,1.049322648300813,4
1.7812695450583524,-0.888852290516224,0.4814115420990167,0.36917084631433505,-1.217974069593319,0.5787513647924424,-1.3298350244517922,0.008992205953223536,-0.2032439162702308,-1.0422120254022949,-1.6591798010923167,1
-0.9607786356792545,-1.0182050721640457,-1.8074213299631063,-1.7253494106827763,1.1891286240904964,0.4107558864671801,-0.462161592482707,-0.8580420480081552,-0.2032439162702308,0.644278136900374,-1.5338754173125635,4
-0.3690695241376906,-1.4062634171075097,0.4814115420990167,0.04693696062247191,1.1891286240904964,-1.3251973895605287,1.2731852714554635,0.7623170495590119,-0.2032439162702308,-0.9122364630461774,-1.273627851000768,3
0.6770023782334554,-0.30126039941388627,-1.8074213299631063,0.1274954320454375,-0.01442272275141129,-1.1572019112352665,1.2731852714554635,-0.118930880696816,-0.2032439162702308,-0.8888504510869296,-0.4446911583039384,3
1.6637796959250417,1.2619817277342535,0.4814115420990167,0.04693696062247191,-1.217974069593319,-1.0452049256850917,1.2731852714554635,0.051633234836570126,-0.2032439162702308,-1.2555834242880135,-1.3314606435145002,3
-0.4481862266388647,-1.3388348394400285,0.4814115420990167,-0.03362151080049406,1.1891286240904964,-1.4931928678857909,1.2731852714554635,0.20798367407550714,-0.2032439162702308,-1.22731816874161,0.43243952815433484,3
0.5771360064701412,1.5110546370773987,0.4814115420990167,-0.9197646964531182,-1.217974069593319,-0.4852199979342181,-0.462161592482707,0.13691529260326307,-0.2032439162702308,-0.4156638181406417,1.6758445671995796,2
0.8875222014758325,1.0665764618407358,-1.8074213299631063,-1.5642324678368447,-0.01442272275141129,-1.4371943751107032,1.2731852714554635,0.5491119051422794,-0.2032439162702308,-1.0141672716680274,-1.0519354796981275,3
0.6715401308614684,1.5289438515606084,0.4814115420990167,-1.0808816392990497,1.1891286240904964,-0.3172245196089557,-0.462161592482707,1.6293513035203906,-0.2032439162702308,0.005963850384144961,1.4059582021354955,0
-0.9576867975441674,-1.242508299915055,-1.8074213299631063,-1.7253494106827763,-0.01442272275141129,0.8027453358927918,0.40551183948637826,-0.18999926216906007,-0.2032439162702308,0.7337223894163655,1.5023461896583825,4
-0.7762989602857223,-0.2833711849306769,-1.8074213299631063,-1.0808816392990497,1.1891286240904964,-1.4931928678857909,1.2731852714554635,0.7054623443812165,-0.2032439162702308,0.3799503076146894,-0.03986161070781214,3
-0.8180731288664551,-1.1599426946079348,0.4814115420990167,-0.11417998222345983,-0.01442272275141129,1.4747272491938401,0.40551183948637826,-1.1565292501915807,-0.2032439162702308,0.17029410786601176,-0.001306415698657413,2
-0.7272074414519499,0.30697289301523145,0.4814115420990167,-0.1947384536464256,-0.01442272275141129,-0.373223012384043,-1.3298350244517922,-0.37477705399689504,-0.2032439162702308,1.0408403901292935,-0.6856611271111561,0
-0.8425330038907,-0.3122691467881689,0.4814115420990167,-1.6447909392598106,1.1891286240904964,-0.3172245196089557,-0.462161592482707,0.008992205953223536,-0.2032439162702308,0.9969297618194508,-1.3796546372759437,1
0.1662307183170612,-0.6246423535334398,0.4814115420990167,-0.6780892821842207,1.1891286240904964,-1.269198896785441,1.2731852714554635,0.3216930844310978,3.2123830099378146,-0.9446220257100583,-1.3507382410190778,3
-0.521875035525108,-1.1282925459068722,0.4814115420990167,0.9330801462750961,1.1891286240904964,-1.3251973895605287,1.2731852714554635,-0.33213602511354845,-0.2032439162702308,-0.8091262261268539,-1.3025442472576343,3
-0.9961286516904174,0.9950196039078987,-1.8074213299631063,-0.5169723393382889,1.1891286240904964,1.1387362925433162,0.40551183948637826,2.2263257078872414,-0.2032439162702308,-0.37229931641202013,0.19146955934711699,0
-0.17356229272901433,-0.7553712286030465,0.4814115420990167,0.2080539034684035,-1.217974069593319,-1.2132004040103537,1.2731852714554635,0.5491119051422794,6.62800993614586,-1.1315742307323753,1.280653818355742,3
-0.8833452672738502,-0.9012371313122921,0.4814115420990167,0.2886123748913694,-0.01442272275141129,-0.4292215051591304,-0.462161592482707,-0.34634970140799737,-0.2032439162702308,-0.6154025642923048,1.4830685921538052,2
-0.5840209820403593,-1.5080943303196246,0.4814115420990167,-0.1947384536464256,1.1891286240904964,-0.037232055733518635,-1.3298350244517922,1.103445280625784,-0.2032439162702308,-0.8498677818808773,1.1264330383191228,0
-0.8288945623392602,0.6840224905844131,0.4814115420990167,-0.8392062250301522,-0.01442272275141129,-0.9892064329100044,1.2731852714554635,2.325821441948383,-0.2032439162702308,-0.9576495804480188,-0.5218015483222479,3
-0.9246041294987352,0.05514779682851543,-1.8074213299631063,0.2080539034684035,1.1891286240904964,0.8027453358927918,-1.3298350244517922,-1.4123754234916597,-0.2032439162702308,0.8327174471673308,-0.06877800696467838,4
-0.8187602040075856,-1.420024351325363,0.4814115420990167,-1.4836739964138788,-1.217974069593319,-0.8772094473598296,-1.3298350244517922,1.956265858292714,-0.2032439162702308,1.214536846677834,-1.4085710335328099,0
0.34009508278012773,0.7253052932379731,0.4814115420990167,0.44972931773730096,-1.217974069593319,0.24276040814191804,-0.462161592482707,0.691248668086768,3.2123830099378146,1.180310350280071,1.0396838495485243,0
1.9937475324529512,-1.0333420998036842,0.4814115420990167,-0.11417998222345983,1.1891286240904964,-1.269198896785441,1.2731852714554635,0.4354024947866887,-0.2032439162702308,-1.2019168727784186,-0.9073534984137965,3
-0.14494561310093013,1.0500633407793118,-1.8074213299631063,1.2553140319669593,-0.01442272275141129,0.0187664370415687,-1.3298350244517922,-0.9859651346581947,-0.2032439162702308,2.4945319183072114,0.8276302769981724,4
